EIN	GRSCONTRGIFTS	INTRSTRVNUE	DIVIDNDSAMT	GRSRENTS	GRSSLSPRAMT	GRSPROFITBUS	OTHERINCAMT	DIST_DELTA
43357627	0	45	14134	0	123106	0	0	-13689
43358767	0	0	0	0	0	0	0	0
43359311	0	0	349	0	0	0	0	66713
43359381	0	97	9630	0	233817	0	0	-5558
43359500	6232	44	30026	0	53	0	0	7530
43360241	0	0	59554	0	1924351	0	-181	-15955
43360242	0	25	46719	0	280836	0	8839	-22051
43361601	30250	1	17291	0	874407	0	0	0
43361704	0	0	101947	0	1102988	0	0	-29082
43361816	177867	1356	28218	0	697509	0	5533	78140
43363254	1200	27	0	0	0	0	0	-48
43363455	100	5	0	0	0	0	5606	3700
43363547	0	0	3143	0	20952	0	0	1253
43363695	0	1	24752	0	29170	0	0	-11158
43365300	2500	0	0	0	0	0	0	963
43365402	0	0	6934	0	94925	0	0	14934
43365869	0	0	401595	0	5826447	0	0	127559
43365903	201098	0	0	0	0	0	163543	0
43366125	1333949	6418	0	0	0	0	72211	10000
43366434	450	8085	9444	0	56586	0	0	-26632
43366747	0	0	23595	0	196119	0	0	-4326
43366804	0	0	33067	0	0	0	0	2071
43367004	0	0	3911	0	51273	0	0	335
43367551	0	0	21076	0	180748	0	0	22467
43367614	1000050	0	167	0	0	0	0	677787
43368051	14540	73	7713	0	43815	0	0	-3368
43368079	1000000	0	97639	0	0	0	48	-196573
43368096	225208	8	9129	0	289708	0	148821	10322
43368470	0	1	0	0	0	0	24511	6270
43368515	123500	12438	0	0	290922	0	0	91436
43368611	90544	2	31408	0	289903	0	3234	-4441
43368616	0	0	15934	0	159616	0	0	50245
43368617	212413	2	0	0	0	0	0	220153
43368971	0	0	0	0	0	0	0	0
43369589	0	7	14423	0	131384	0	0	-3504
43369603	0	0	1192	0	1609	0	0	2946
43369620	0	0	8011	0	228473	0	0	12875
43369766	0	0	3965	0	102194	0	0	-215
43369930	0	0	4711	0	3490	0	0	3109
43369962	44	135	7530	0	3321231	0	0	203220
43369981	0	355	64930	0	183011	0	0	8674
43370016	0	18	90355	0	23325	0	-17232	-29528
43370051	500000	0	145235	0	542030	0	2460	12038
43370159	0	14394	16232	0	234167	0	0	-2533
43370164	25790	0	18169	0	20220	0	0	1031
43370400	0	7328	39396	0	105533	0	0	633
43371064	0	0	2329	0	19793	0	5825	4964
43371068	0	0	0	0	0	0	0	-24
43371156	0	0	23852	0	254159	0	0	3526
43371173	0	14	145494	0	1685718	0	0	-7635
43371203	100000	1005	14723	0	270530	0	0	70652
43371223	0	0	39748	0	0	0	0	34883
43371516	456012	4	20656	0	0	0	0	16515
43371560	0	13	128738	0	1172380	0	0	47965
43371560	0	17	141560	0	0	0	0	6446
43371592	117663	4537	28067	0	0	0	32	133782
43371601	0	7	664	0	60546	0	0	-9543
43371753	0	1802	8393	0	25787	0	0	31465
43371801	68169	12425	22810	0	271430	0	0	14826
43371812	0	0	0	0	0	0	0	58385
43371817	0	10562	39451	0	475940	0	0	-16198
43371941	400	7820	35004	0	492727	0	1969	48122
43372063	0	0	19315	0	260024	0	0	-19619
43372063	0	2	18240	0	167352	0	0	-8035
43372453	11684	0	1730	0	30771	0	4494	-1160
43372484	0	2826	18993	0	396162	0	0	11074
43372623	4241	0	14673	0	286547	0	0	4816
43372662	25019	0	14062	0	21169	0	0	-8044
43374000	0	0	430	0	16768	0	183	-967
43374858	300000	0	108261	0	0	0	0	457106
43375373	0	0	69671	0	566931	0	0	4064
43375821	0	0	53698	0	1656941	0	0	-9458
43379671	12858	138	1999	0	4350	0	0	-515
43380398	0	0	0	0	0	0	0	0
43382001	0	0	10995	0	588388	0	200	3919
43382858	5145	0	105976	0	426256	0	106672	178578
43382941	0	0	18491	0	275756	0	407	-8384
43383620	0	0	26085	0	458240	0	0	14577
43383943	215183	0	69923	0	0	0	0	-10958
43384274	16400	0	0	0	0	4251	7915	0
43386390	0	0	28	0	0	0	0	1786
43386530	0	0	4081	0	159136	0	-59	-2724
43386847	0	0	3409	0	124779	0	0	-343
43386858	0	6321	0	0	5353345	0	0	-53737
43387252	431110	0	0	0	0	0	93878	0
43388014	0	0	96749	0	1426669	0	0	-8393
43388172	125	0	3617	0	4228	0	0	-11609
43388562	0	0	15433	0	418189	0	0	146967
43391146	0	0	38195	0	558063	0	0	41340
43391489	0	0	58769	0	354411	0	89	28964
43391926	3600	32472	29137	0	400181	0	0	-42368
43392178	0	46	17470	0	0	0	0	20000
43392617	0	1352	0	0	0	0	0	0
43392972	4521	0	2498	0	0	0	0	-580
43393634	0	2	2205	0	37028	0	0	2827
43395911	10000	0	0	0	0	0	0	11400
43395984	0	0	5045	0	6381	0	0	-2075
43396602	0	0	12397	0	14736	0	0	-711
43396710	0	1404	0	0	0	0	0	480670
43396856	250	1	3644	0	8000	0	0	590
43396860	0	0	2373	0	1750	0	0	-2939
43397114	0	0	4025	0	15503	0	0	-429
43397455	0	417	39791	0	311719	0	0	102658
43397500	4441727	3435	0	0	0	758	1233	34200
43397681	0	50	245963	0	6715024	0	22818	-42289
43397818	229698	52	15793	0	1305577	0	447	96395
43398315	0	9	16557	0	113242	0	18	-43815
43398587	0	10	14636	0	835523	0	-16907	68250
43399044	52044	0	16613	0	0	0	0	25989
43399044	16050	0	13311	0	0	0	0	10624
43399061	0	258	103976	0	0	0	3583	78442
43399157	0	0	23953	0	72392	0	-1678	604
43399245	0	0	4732	0	54402	0	0	1797
43399319	70000	112	0	0	0	0	0	74780
43399527	0	20	9470	0	576307	0	0	-819
43399535	0	0	88	0	69	0	0	-1749
43399602	20000	0	2473	0	356718	0	0	8765
43400633	0	8	47952	0	123164	0	626	-11405
43401060	0	0	12040	0	200817	0	2627	110116
43401198	0	0	0	0	15022560	0	0	-8500
43401318	25000	2	4074	0	22395	0	0	48295
43401630	310	0	1	0	0	0	0	168
43401766	0	0	0	0	0	0	0	4444
43402003	0	0	2009	0	40	0	0	-6708
43402210	141902	6	0	0	0	0	0	34586
43402805	0	0	1000	0	0	0	0	-505
43402891	0	0	0	0	0	0	0	-1901
43402936	0	0	144880	0	1997160	0	2481	-29444
43402953	0	0	18	0	7999	0	0	-369
43404069	0	0	0	0	0	0	0	0
43404168	0	1	36918	0	65000	0	0	-3125
43404168	0	3	25214	0	58000	0	0	188
43404422	0	0	0	0	0	0	0	550
43405524	470582	0	0	0	0	0	500000	0
43405965	0	0	85901	0	0	0	0	3632
43406251	187338	8	3500	0	146644	0	0	143728
43406328	100000	0	10156	0	46000	0	0	-88095
43406542	180120	2	0	0	177618	0	0	97898
43406706	0	2	6135	0	102006	0	13	-12905
43407236	8850	6	2894	0	74295	0	0	-4437
43407236	0	2	4799	0	70432	0	0	-6029
43407432	55885	20	0	0	0	0	0	45707
43407732	0	258	0	0	0	0	0	-2098
43408546	0	0	49315	0	495454	0	-352	61609
43408722	0	0	22471	0	485969	0	10932	210104
43409527	45000	0	85106	0	470364	0	0	67246
43409789	311	0	199572	0	2302413	0	4067	-130338
43410208	500000	40	8	0	0	0	0	11028
43410822	0	0	264125	0	11146479	0	40860	91065
43410822	0	0	274512	0	2011197	0	15366	-14249
43412267	0	0	1900	0	18409	0	32	7532
43412318	0	0	954	0	7050	0	0	20
43412829	292379	0	204457	0	2951173	0	20593	520249
43414101	0	139	362074	0	4173945	0	-213279	595519
43414102	0	0	266868	0	634155	0	88	-178328
43414777	0	0	18570	0	250398	0	1369	-12408
43415547	0	56	264185	0	427351	0	0	-309855
43416831	0	20	25282	0	454955	0	0	-4392
43416880	2990690	58	66311	0	9443136	0	0	5348092
43417222	0	1	129716	0	489682	0	0	-33644
43418975	0	349	4856	0	33232	0	0	-14623
43419612	0	0	5561	0	5587	0	0	3478
43419905	2500	0	0	0	0	0	0	998
43421413	0	1	841	0	58	0	51	13115
43422324	0	0	4358	0	133481	0	0	140520
43422869	0	0	75395	0	200339	0	0	-9175
43423249	20000	225	243461	0	2031666	0	0	37379
43423462	1000	692	53284	0	65058	0	0	51232
43423911	0	0	6	0	96039	0	0	-2685
43424302	120000	0	216264	0	3420733	0	348	24357
43424527	0	19	17480	0	104573	0	173621	142618
43424568	0	0	0	0	0	0	0	35589
43424620	0	0	6983	0	106678	0	0	1674
43424745	0	111	17451	0	82628	0	4285	-46148
43424901	0	0	56359	0	3529316	0	0	73561
43424944	0	3	29723	0	579543	0	1022	-39279
43424945	0	6	116563	0	362188	0	0	10217
43425071	0	0	36906	0	81529	0	0	4687
43425079	0	52	35884	0	142012	0	0	7598
43425080	0	7	10042	0	0	0	0	-11319
43425084	0	0	8433	0	161283	0	0	137168
43425721	56466	0	0	0	0	0	0	2000
43425747	0	2	5446	12800	80996	0	0	-5516
43425988	0	16586	8177	0	21929	0	0	54509
43425998	1125	0	104543	0	682963	0	-18545	24507
43426040	0	0	15200	0	34947	0	0	450
43426100	0	17468	30746	0	240833	0	2630	809
43426150	3000	0	0	0	0	0	0	0
43426612	500	0	1413	0	1762	0	0	8360
43427585	10000	0	0	0	0	0	0	10450
43428130	42300	0	0	0	0	0	0	46445
43428609	0	6515	171928	0	3930126	0	0	362072
43429238	0	564	3908	0	792	0	615	2975
43430324	0	0	14546	0	226764	0	0	-2644
43431782	0	2	6934	0	84881	0	0	23915
43433749	242711	4	35070	0	4996493	0	0	53336
43434410	0	0	7425	0	82758	0	0	128883
43434514	2800	20	22055	0	212506	0	0	-48450
43434769	3288	0	3450	0	14533	0	0	10445
43434874	753803	1691	0	0	0	0	17240	0
43436740	0	0	0	0	0	0	0	-152
43437473	16000	0	12883	0	0	0	0	12830
43438375	0	0	10612	0	51079	0	0	2969
43439357	0	168	598	0	0	0	0	110924
43440279	0	0	0	0	0	0	0	-83
43440846	298739	794	0	0	0	0	0	7600
43441495	1503	0	30567	0	135500	0	0	-97062
43442439	27347	0	1006590	0	19133926	0	16303	-54444
43443031	60000	0	0	0	0	0	0	-74084
43444155	0	80	41756	0	969694	0	0	159486
43444271	1502	0	12860	0	0	0	0	100000
43445511	0	0	18747	0	310074	0	26	-4595
43445596	0	9	3053	0	767358	0	0	127
43446341	0	0	195233	0	4964266	0	0	235494
43446684	0	1	44536	0	371213	0	0	237236
43446893	0	282	12451	0	152942	0	0	1247
43446893	0	409	13733	0	121067	0	0	-18984
43447397	358948	13	130958	0	4072730	0	0	-12758
43447397	272000	21	133835	0	1026187	0	0	1974
43448123	0	417	0	0	0	0	0	15571
43448322	200	0	1	0	0	0	0	-156
43448322	200	0	0	0	0	0	0	40
43448561	0	2	9078	0	214216	0	0	34997
43448695	0	0	41114	0	250375	0	0	-5520
43449084	0	0	9464	0	4537	0	0	55280
43451161	0	0	94869	0	126004	0	0	91028
43452444	122715	0	149103	0	3764909	0	0	-166724
43452643	4780271	18503	31	0	0	0	0	3487798
43453095	0	18	3717	0	338775	0	255	-18465
43453264	0	0	0	0	0	0	0	0
43453516	0	0	0	0	0	0	0	7620
43454186	3000	0	25251	0	94439	0	0	-1857
43460506	0	1	7683	0	127844	0	0	-15401
43460557	0	752	0	0	0	0	0	4450
43462645	187871	0	24840	0	265463	0	134	29175
43463245	300454	0	467	11200	0	300	0	0
43464255	0	175	84424	0	745580	0	62324	-29151
43464581	189746	28	159364	0	2352890	0	0	-253621
43464855	154800	1800	0	0	0	0	0	116000
43465392	7500	0	0	0	0	0	0	6397
43465584	0	5153	6887	0	165737	0	377	-267
43466194	0	0	24509	0	196724	0	0	3235
43466219	0	0	4329	0	24823	0	0	629
43466669	0	6	0	0	0	0	0	-1492
43466803	114425	6188	0	0	0	0	70474	32500
43466878	0	3	22109	0	134174	0	985	35332
43466900	2040339	0	580790	0	4337912	0	333	-12113
43467040	93000	0	4285	0	150968	0	7327	1087
43467074	62000000	18	1974156	0	60088539	0	0	-2932633
43467104	0	1175	18480	0	595618	0	0	7196
43468419	0	0	18476	0	331010	0	0	-3774
43469424	0	13395	0	0	0	0	250	22324
43469426	3076	2066	15607	0	213410	0	0	191568
43469581	0	0	102043	0	317658	0	0	-806
43471271	5000	0	71	0	0	1664	0	-1143
43472503	5040	0	0	0	0	0	0	0
43472643	5200	0	312	0	46052	0	0	0
43472730	9000	0	2	0	0	0	0	7917
43473310	50000	279	176617	0	6770009	0	16875	-54289
43473585	260000	4	0	0	0	0	0	91059
43474498	331043	0	149592	0	2650569	0	0	25000
43474541	300000	0	76318	0	627616	0	0	303290
43476066	0	200	0	0	0	0	0	8914
43476589	17903	0	0	0	0	0	0	0
43476677	266593	577	232	0	407055	0	0	390000
43477129	299979	26	0	0	0	0	0	115182
43477428	250	0	0	0	0	0	0	727
43477620	15289	0	0	0	0	0	0	-3
43477836	200000	3	19622	0	325004	0	8084	46007
43478593	0	12	0	0	0	0	0	0
43479749	31571	0	0	0	0	0	0	27874
43482251	414500	0	0	0	0	0	29246	-835
43482652	1374	10	0	0	0	0	0	-3932
43483851	0	132	74778	0	628522	0	674	-38319
43484055	0	0	3159	0	72550	0	0	30672
43484088	0	7	78617	0	759884	0	0	-127704
43484157	135	0	0	0	0	0	0	-4
43484188	0	0	128105	0	2440522	0	-5419	-12001
43484554	0	37	62036	0	951181	0	0	4252
43484588	0	0	37066	0	411437	0	0	-8316
43484710	0	0	0	0	0	0	0	0
43485194	17000	0	0	0	0	0	0	12379
43485516	0	0	471016	0	6871829	0	282963	-121423
43485593	0	51	65208	0	0	0	0	-71321
43488447	0	0	31541	0	320212	0	4	412
43488515	0	0	2941	0	194539	0	-39	43797
43489109	865741	162	15267	0	1188993	0	0	363365
43489211	39628	0	11689	0	170705	0	0	17107
43489662	0	0	62627	0	0	0	0	45389
43489794	100083	2	1736	0	0	0	0	95408
43489966	0	76	208415	0	8139684	0	5202	337413
43490346	20146	0	13416	0	1066174	0	0	824
43491076	126350	16	0	0	0	0	35000	-180
43491228	0	394	47688	0	130733	0	0	9228
43491328	0	0	11751	0	2	0	2	-136779
43491360	0	76	71946	0	442347	0	318	5516
43491661	28438	156	0	12000	0	2664	0	2803
43492111	0	0	7135	0	451078	0	0	234292
43492171	0	0	19364	0	4954	0	0	-44020
43492751	1676	0	4267	0	92616	0	0	29595
43492753	0	0	54107	0	1168114	0	1766	22166
43493004	40000	0	874	0	0	0	0	36094
43493147	0	0	18625	0	363281	0	0	93773
43493343	0	0	13753	-699	2588289	0	3291	20797
43493350	30105	1	1154	0	24425	0	0	10007
43493404	140532	6	64273	0	796186	0	0	-11755
43493404	43044	26	71288	0	378360	0	1425	-2419
43493460	0	1136	3790	0	43077	0	0	-2354
43493687	927614	0	91942	-18953	7577777	0	13605	539418
43493735	0	0	3450	0	52940	0	0	-4601
43493753	0	0	8082	0	48517	0	0	9355
43493760	0	1	21451	0	0	0	1307	-3839
43493830	0	39341	78528	0	708699	0	0	71554
43493854	100000	0	2798	0	76183	0	0	60851
43493858	0	7	26472	0	307015	0	0	9276
43493871	2291	0	0	0	11886	0	1082	4000
43493989	485	0	0	0	0	0	0	0
43494117	0	0	57803	0	0	0	0	-1099
43494119	0	0	1141	0	18396	0	0	3987
43494119	0	0	1288	0	4028	0	0	2996
43494129	0	0	9680	0	52830	0	0	13517
43494212	0	0	19656	0	202891	0	0	-11671
43494337	0	0	0	0	0	0	0	-22
43494341	0	0	27425	0	218039	0	101	-15076
43494363	575	0	100	0	1620	0	0	2000
43494455	0	253	0	0	5000	0	0	9066
43494542	0	1	9881	0	51259	0	0	17004
43494605	0	0	13592	244756	24213	0	0	79448
43494798	0	0	45174	0	1947978	0	2078	610842
43494831	0	0	11175	0	0	0	0	373030
43495397	1000	0	0	0	0	0	0	0
43495449	2500	0	370	0	17853	0	0	25675
43495623	0	0	14192	0	0	0	5476	-6026
43495870	0	23	0	0	0	0	0	246
43495952	44062	0	12473	0	0	0	0	-8666
43496080	0	0	37387	-17256	0	0	0	-18887
43496159	0	151	6954	0	91629	0	172	-3348
43496505	0	51	25838	0	1159248	0	0	-100446
43496738	36427	0	706823	0	0	0	0	0
43498622	0	42	23326	0	361489	0	42	-12577
43499376	29775	1140	7100	0	432	0	0	0
43499731	0	321	0	0	0	0	0	123266
43500028	1000	0	0	0	0	0	0	1500
43500028	600	0	0	0	0	0	0	500
43500194	0	0	2154	0	4257	0	0	4692
43500902	0	1	0	0	0	0	0	0
43501266	0	0	21962	0	548604	0	0	98887
43502252	0	0	2866	0	1655	0	0	808
43502631	10000	0	18290	0	48145	0	-2147	737
43504021	0	0	431899	0	3682453	0	29006	-13794
43504566	151061	5306	27499	0	349425	0	0	151510
43505849	9322	0	88181	0	1359072	0	0	5692
43505936	0	0	1553	0	19843	0	0	8393
43506549	0	13	37657	0	278468	0	0	-20882
43506575	176510	2	0	0	0	0	0	184334
43507136	50596	0	0	0	0	0	0	50000
43507245	0	24710	12917	0	16477	0	0	55277
43507847	0	0	737937	0	3467725	0	1757273	-388404
43509246	0	0	5	0	0	0	0	51187
43509510	0	0	9178	0	0	0	0	-3628
43509510	0	0	9405	0	0	0	0	-2203
43509776	0	18	22513	0	222869	0	322	117230
43510441	0	0	0	0	0	0	0	0
43510635	764280	12	0	0	0	0	83	523862
43510815	0	0	0	0	0	0	0	0
43511089	0	0	208016	0	238386	0	0	-397939
43511535	0	468	0	0	0	0	0	0
43511656	0	0	0	0	0	0	0	-11
43512637	10000	1	24892	0	45784	0	0	1699
43512637	17868	1	38210	0	48841	0	0	3631
43513887	200	5	0	0	0	0	0	13000
43515040	0	0	266	0	1279617	0	0	31050
43516466	3010	0	41489	0	123678	0	9	11887
43517445	0	0	0	0	0	0	0	-39
43517737	0	1621	17759	0	308730	0	0	57359
43518827	12742	0	0	0	0	0	0	16864
43519293	0	0	1326	0	106615	0	12	-1942
43519886	0	2	3833	0	121763	0	0	37935
43521246	3000000	0	261360	0	0	0	16	-33248
43522036	200000	1	79	0	0	0	6641	0
43522053	500	0	220312	0	4352267	0	7	167251
43522054	46000	22	83955	0	5890892	0	2	-68093
43523320	0	0	4	0	0	0	0	-940
43523698	500000	0	44603	0	1761752	0	0	1344075
43524114	505996	126	80410	0	4862722	0	0	2270658
43524256	2000	0	0	0	0	0	0	1452
43525019	0	0	0	0	31484	0	0	15420
43525914	0	5	153785	0	2305437	0	0	-17519
43526188	33333	0	129526	0	130579	0	48	-8376
43526333	0	0	174242	0	2679456	0	10008	140500
43526349	0	0	57093	0	7054	0	-29838	478048
43527006	826140	22	122364	0	25831	0	-64	272011
43528004	1584719	230672	698225	0	21586522	0	0	3637556
43528287	0	0	0	0	4470	0	0	4630
43528464	155357	0	36084	0	1183128	0	0	40284
43528464	95266	0	38506	0	667999	0	56	-25103
43528495	0	95136	405027	0	3167641	0	-1590	-199856
43528688	1150000	96	0	0	0	-459760	0	117932
43528697	0	319	20819	0	13834795	0	0	473
43528932	2085	0	65294	0	1459910	0	0	32856
43529553	0	1	3315	0	29668	0	0	444
43530126	5000	3960	38611	0	149452	0	0	197
43530135	0	0	8218	0	42289	0	239	-3256
43530777	300	0	38810	0	419356	0	18556	288171
43530867	1000	466	0	0	0	0	0	-2666
43530867	750	693	0	0	0	0	0	-2403
43531952	750	0	4161	0	0	0	0	-4215
43532105	500070	68	21766	0	527467	0	0	1261057
43532331	0	0	12721	0	0	0	0	-2487
43532342	0	30	389	0	115351	0	0	70142
43533126	24930	4142	10888	0	0	0	0	-2383
43533712	8355	0	105218	0	1313782	0	0	238175
43534283	12489	94	0	0	0	0	0	15364
43534471	219	2222	0	0	0	0	0	27737
43534717	0	0	7799	0	129754	0	0	-9833
43534908	68183	104	19907	0	0	0	0	18366
43534914	0	1	3834	0	12652	0	0	-5216
43535659	0	0	16259	0	906307	0	0	-1448
43535723	806446	0	3317	0	244559	0	13461	-67646
43536335	319600	0	26156	0	2047737	0	0	1289988
43536671	0	3	22327	0	203619	0	0	48640
43536784	0	0	67969	0	698604	0	0	109390
43536809	98008	124	0	0	68040	0	0	-4222
43537365	490	9254	11087	0	398076	0	0	53817
43537378	164461	6	1289	0	295905	0	-28530	259925
43538396	0	0	2758	0	16614	0	0	19861
43538497	186498	85	42747	0	1703159	0	0	672530
43538929	0	0	18779	0	211877	0	236	-8422
43539065	0	0	55832	0	302245	0	0	-3558
43539095	0	584	67001	0	965510	0	2926	-4084
43540017	0	6258	6896	0	60279	0	0	-3496
43540033	0	0	0	0	0	0	0	0
43540119	0	0	0	0	0	0	0	877
43540155	0	20	25945	0	273397	0	0	4658
43540207	0	22430	12222	0	232759	0	0	982
43540246	0	2774	8085	0	41379	0	0	-238
43540363	107000	0	0	0	0	0	0	115344
43540667	0	0	119887	0	1087598	0	1586	-7428
43540910	0	0	3456	0	13976	0	376	14594
43541069	302522	11	0	0	0	0	0	269726
43541108	0	0	140769	0	21860821	0	38940	-197550
43541231	100300	0	31373	0	666954	0	0	100800
43541255	0	5870	6265	0	0	0	-158	320
43541288	200000	42	0	0	0	0	0	200830
43541368	0	47998	19057	0	369203	0	0	3961
43541447	0	10	22610	0	302011	0	0	-2000
43541484	0	0	2185	0	93283	0	0	-3237
43541560	0	0	20840	0	17759	0	0	-5748
43541593	200000	0	3141	0	56070	0	855	95743
43541595	678920	233185	319127	0	9067721	0	343905	2822301
43541830	0	0	54064	-2	517184	0	99573	566331
43541874	54834	0	40714	0	205398	0	-5273	13819
43542050	0	0	0	0	0	0	0	0
43542100	2100000	0	170858	0	2627016	0	47679	1415071
43542131	0	0	317058	0	1083383	0	-576649	-60613
43542131	45000	683	119375	0	1691980	0	-660100	52500
43542187	0	42	0	0	0	0	0	-189
43542326	0	0	83640	0	492921	0	-33480	166191
43542398	0	0	0	0	0	0	0	-91
43542547	44000	0	0	0	0	0	0	27500
43542674	0	0	181895	0	5582905	0	0	119438
43542759	0	13	19301	0	2024820	0	0	-20217
43542811	0	4	16306	0	0	0	0	-1604
43543158	0	0	7081	0	32409	0	0	34850
43543446	0	456	0	0	0	0	0	2269
43543803	0	0	1310	0	10916	0	0	5000
43544279	0	66	7950	0	30436	0	0	30009
43544625	1463	0	5597	0	308055	0	0	12015
43544626	0	0	4054	0	63990	0	0	2574
43545090	154640	0	8332	0	247902	0	0	200990
43545128	0	0	3034	0	78477	0	3	-3388
43545130	0	0	5728	0	108139	0	0	-3987
43545762	0	0	2707	0	31917	0	52	-2029
43546025	0	0	1086	0	0	0	0	50
43546091	595	0	0	0	0	0	0	0
43546165	0	1	1470	0	95270	0	0	14617
43546250	0	51	54740	0	1347160	0	895	-30423
43547221	2634	0	0	0	0	0	0	-12298
43547573	6604	0	0	0	0	0	0	4000
43547684	257352	0	7139	0	0	0	0	141410
43548356	350	160	0	0	0	0	0	-2192
43549606	220340	126	0	0	0	0	0	181673
43551281	0	0	125	0	0	0	0	-109
43551974	0	0	17458	0	223723	0	0	87072
43551989	30100	170	0	0	0	0	0	25000
43552401	0	2	0	0	0	0	0	-39
43553652	0	0	0	0	0	0	0	-11
43554516	0	0	5161	0	0	0	0	-2356
43554844	0	2	6527	0	28575	0	0	1754
43554961	0	0	18864	0	13	0	0	32022
43555494	0	0	73143	0	1322539	0	0	-2726
43555694	0	0	20878	0	1004674	0	-793	-16306
43555909	0	170	27228	0	52963	0	3805	-7741
43556309	40777	0	0	0	0	0	0	-3734
43556844	0	0	451067	0	14196350	0	0	182811
43556853	95609	3	0	0	48564	0	0	86585
43556913	156805	0	0	0	0	0	0	-7135
43557888	33676	16	189763	0	670775	0	0	-45052
43558072	0	533	14322	0	225572	0	1056	20951
43558104	15662	3141	0	0	0	0	0	11501
43558239	930189	0	239918	0	1779262	0	-75087	147829
43559145	0	23866	11850	0	65000	0	0	-5915
43559359	0	0	256086	0	3076431	0	0	9578
43559568	0	0	17608	0	19565	0	310	-12717
43559852	0	500	0	0	0	0	0	-494
43560389	0	2	32221	0	859988	0	0	-56
43561589	0	1	0	0	0	0	0	222
43562515	133380	0	8326	0	195533	0	0	136089
43563155	13210	7	7576	0	8631	0	0	-2435
43563283	1250	0	0	0	0	0	0	-99
43563787	0	0	0	0	0	0	0	12777
43563787	0	0	0	0	0	0	0	-876
43564287	0	1	940	0	72085	0	0	12072
43565424	3830	0	0	0	0	22588	13492	0
43565615	0	0	4802	0	6643	0	106108	29151
43565658	66279	0	0	0	0	0	0	60497
43566259	0	0	2553	0	30384	0	0	-3143
43566393	0	0	20089	0	12478	0	0	31000
43566844	0	0	0	0	0	0	52952	-428
43567448	38562	7	0	0	0	0	61319	-28
43567545	51853	0	67056	0	228062	0	-1459	-3197
43567871	0	0	10586	0	494153	0	0	46722
43568169	68582	4	0	0	0	0	0	300
43569443	0	1	0	0	0	0	0	-376
43569679	0	0	662	0	82052	0	0	6090
43569828	35	286	4	0	0	0	0	8590
43571773	16500	0	0	0	0	0	0	15000
43572438	400	8	18235	0	10000	6810	18345	22250
43572438	25	5	19500	0	0	6050	3791	18000
43572545	125000	0	5908	0	235482	0	-3126	-41374
43573700	87079	361	0	0	89046	0	0	80906
43573745	0	0	0	0	0	0	0	-6
43574891	0	0	28017	0	146079	0	0	-8832
43575889	450	511	0	0	0	0	0	-6878
43575992	3811	0	29	0	0	0	0	175
43576803	13770	21805	48790	0	1537388	0	0	7963
43576893	40181	0	0	0	0	0	1155024	-8373
43576893	23565	0	0	0	0	0	967408	0
43577440	300005	14	106048	0	2437753	0	0	-206228
43577440	300000	19	102327	0	1483657	0	0	-178354
43578326	0	0	0	0	0	0	0	0
43578370	1000000	4820	0	2628537	0	4260	40593	0
43580383	2267858	6087	48623	0	1512813	0	0	-260586
43581030	0	0	25368	0	0	0	0	1671
43581341	450	2394	3916	0	10400	0	0	5400
43581722	0	0	152988	0	1263992	0	763	-10127
43582018	500000	17898	102883	52250	184880	0	0	-21017
43582241	35	0	0	0	0	0	0	2809
43582759	215000	59837	357101	0	0	0	0	125745
43582944	54783	0	1877	0	139326	0	0	-3398
43583365	0	0	14940	0	0	0	0	110663
43584294	0	0	23277	0	371933	0	0	32441
43584294	0	0	25153	0	1151323	0	0	-10701
43584637	0	5176	0	0	0	0	-173427	0
43584920	0	6483	6	0	0	0	0	57452
43584922	111000	61	42871	0	2094504	0	0	210995
43585085	0	0	10807	0	13565	0	0	-3937
43587885	102900	0	21035	0	128505	0	0	-2965
43588320	1504	0	0	0	0	0	0	1404
43589970	1350	8	0	0	0	0	0	459
43590371	0	0	4835	0	17223	0	0	6040
43591196	0	272	62201	0	724413	0	0	23227
43592598	0	0	0	0	0	0	0	119
43593371	7500	1	1188	0	0	0	0	-1757
43593793	0	0	6271	0	165924	0	0	-3046
43595876	0	0	5810	0	32970	0	0	8726
43596344	4158252	0	50109	57284	50011	0	45	-173013
43598019	26000	22	25611	0	0	0	0	-24814
43598347	10000	335046	0	0	0	0	0	-33863
43598440	261981	0	0	0	0	0	234742	46297
43598820	46868	0	0	0	0	0	14783	0
43600502	24567005	2490	1533349	0	13345062	0	0	23018215
43602929	583141	351	0	0	0	0	675055	1680
43604525	1880	0	0	0	0	0	1159	0
43605108	35189	0	0	0	0	0	0	30704
43605113	0	0	0	0	0	0	286029	0
43606595	0	10341	14066	0	238181	0	654	-1151
43607662	5011	0	0	0	0	0	0	-138
43607855	0	0	0	0	0	7196	0	-30
43607855	0	0	0	0	0	69687	0	-123
43608093	1000	2	0	0	0	0	0	5000
43608094	88000	17	0	0	0	0	3234964	103689
43609417	2850	0	2281	0	18845	0	12	18337
43610852	0	0	0	0	0	0	-115177	410361
43612125	0	0	10364	0	111394	0	0	-541
43612920	0	59660	55271	0	1156900	0	0	-67211
43613060	0	0	23683	0	140677	0	0	-395
43613397	0	23772	65347	0	1268009	0	0	5497
43613913	0	0	156905	0	1509063	0	-25670	5001
43615758	0	0	6001	0	266345	0	0	37818
43616905	73215	21	0	0	0	89123	258609	0
43617248	2619	6	0	0	0	0	0	378
43617275	0	0	19591	0	627845	0	1215	75000
43618101	0	5	179	0	0	0	0	-518
